"household_id","hh_income","n_members","units_consumption","hh_composition","poverty"
8661,7853,2,1,6,1
8662,36278.5,2,2.5,14,0
8663,32258.5,2,1.8,11,0
8664,31206.5,2,2.1,12,0
8665,31867,2,1.8,11,0
8666,26125.3,2,2.1,12,0
8667,25909.7,2,2,9,0
8668,29626.2,2,1.8,11,0
8669,16172.3,1,1,2,0
8671,52860,2,1.8,11,0
8672,53891.5,2,2.5,9,0
8673,44785.9,2,2.1,12,0
8674,11577.4,2,1,2,0
8675,16196.1,1,1,2,0
8677,12589.4,2,1.5,7,1
8678,8977.7,2,1,6,0
8680,10932.9,2,1.8,11,1
8681,19950.9,2,1,2,0
8684,3508.1,1,2,11,1
8686,28361.9,2,2.3,12,0
8687,23847.6,2,1.5,7,0
8688,20597.3,2,2.1,12,0
8690,36203,2,2.1,12,0
8691,18639.3,2,1.5,7,0
8692,11001.8,1,1,6,0
8694,-4310,2,2.3,14,1
8695,20059.9,2,2.1,12,0
8698,66402.9,2,1,5,0
8700,71323.6,2,2.4,13,0
8703,31499.3,2,1.5,8,0
8704,34347.2,1,1.5,8,0
8705,9399.4,2,1,6,0
8706,34174.3,2,1,2,0
8707,10353.6,2,1,6,0
8708,28502.9,2,1,3,0
8710,29700.1,2,1,3,0
8711,25882.8,2,1,1,0
8712,39550.8,2,1.8,11,0
8713,15953.3,2,1,2,0
8714,89434.2,2,2,9,0
8715,36982.16,1,2.4,13,0
8716,71876.9,1,1.8,11,0
8717,68013,2,1,3,0
8718,29495.8,2,1,6,0
8719,49471.3,2,1.5,8,0
8720,55373.29,2,2.5,9,0
8721,56491.4,2,2,9,0
8722,16553.5,2,1,5,0
8723,60055,2,2.3,10,0
8725,40194.2,2,2,9,0
8726,23543.9,2,1.5,7,0
8728,12709.41,2,1,5,0
8729,180515.2,2,2.4,13,0
8733,67846.01,2,1.5,7,0
8735,16200.71,2,1,5,0
8736,63216.9,2,1,2,0
8738,14014.8,2,1,6,0
8739,20841.6,2,1.5,7,0
8740,53854.2,2,2,9,0
8742,18519.8,2,1,4,0
8743,43451.7,2,1.5,10,0
8744,39467.27,2,1.5,10,0
8745,137693,2,3,14,0
8747,12197.6,2,1,2,0
8750,18309.1,1,1,5,0
8751,11946.1,1,1,5,0
8752,8848.3,2,1,6,1
8754,16372.7,2,2.3,12,1
8755,29501.8,2,1.5,8,0
8756,25684.03,2,1.5,7,0
8758,15603.5,2,1,5,0
8760,38283.2,1,1.5,7,0
8764,27955.5,2,1,5,0
8765,61701.2,1,1.5,8,0
8768,53218.5,2,1.5,8,0
8769,14262.1,1,1,6,0
8770,59013.7,2,1.5,7,0
8772,12835.28,1,1.5,8,1
8773,70887.08,2,2.1,12,0
8775,31905.9,2,1.5,7,0
8776,40657.22,2,2.5,9,0
8778,73743.8,2,2,11,0
8780,71793.7,2,2.1,12,0
8781,16846.8,2,1,6,0
8783,57843.74,2,2.5,14,0
8784,39123.3,2,1,6,0
8785,24694.6,2,1,2,0
8786,43061.8,2,1.5,8,0
8787,70380.6,2,2,11,0
8789,1235.1,2,1,5,1
8792,30602.95,2,2.8,13,0
8795,48758.2,2,2.1,12,0
8796,13755.6,2,1.5,7,0
8797,16281.4,2,1,6,0
8798,27638.3,2,1.5,8,0
8799,34803.5,2,1.5,8,0
8802,13879.8,2,1.5,7,0
8804,17845.2,2,1,6,0
8806,47480,1,1.5,8,0
8807,31991.8,1,1.5,7,0
8808,27629.3,2,1.5,8,0
8809,56857.3,2,3,14,0
8810,75868.4,2,2,11,0
8811,33186.2,1,2,9,0
8812,22644.2,2,1.5,7,0
8814,29060.6,2,2,9,0
8817,6864.2,2,1.5,8,1
8819,10943.5,2,1,2,0
8820,15593.7,2,2.1,12,1
8822,23834.8,2,1.8,11,0
8823,17115.1,2,1.5,8,0
8824,24523.6,2,1,6,0
8827,20993.7,2,1,5,0
8828,20170.6,2,1.5,7,0
8829,10633.62,2,1,3,0
8830,32635.9,2,1.6,10,0
8831,29564.6,2,1.5,7,0
8832,89469,2,2,9,0
8833,30188.8,1,1.5,7,0
8834,21717.8,2,2,9,0
8835,33430.86,2,2.5,9,0
8836,45353.6,2,2.8,14,0
8838,19785.2,2,2,9,0
8839,12535.02,2,1.5,8,1
8840,3383.5,2,1.5,8,1
8843,104484,2,2.5,14,0
8844,50332.4,1,2,9,0
8845,62237.9,2,2.3,12,0
8847,10708.8,2,1.5,7,1
8849,28889.9,2,1,6,0
8851,20465.8,2,1.8,11,0
8852,37625.9,1,2.5,14,0
8853,27278.8,2,1.8,11,0
8855,35368,2,1.5,8,0
8858,25216.3,2,2.3,14,0
8859,8025.1,2,2.1,12,1
8862,22821.6,2,2.1,12,0
8864,45811.4,2,2.5,14,0
8865,15817.5,1,2.1,12,1
8868,24681.97,2,2.1,12,0
8869,45368.69,1,3.3,14,0
8870,16577.7,2,1.5,7,0
8871,25065.6,2,1.5,7,0
8875,8909.2,2,1,6,0
8877,14855.6,2,1.5,7,0
8878,13564.7,1,2,9,1
8879,28597.3,2,1.5,8,0
8880,23188.5,2,1.5,7,0
8881,32318.21,2,2,9,0
8883,43742.7,2,1.5,8,0
8884,28748,2,2,11,0
8887,24142,2,1.5,7,0
8888,5703,2,1,4,1
8889,2514.3,2,1,NA,1
8890,10000,2,1.3,10,1
8891,27246.1,2,1.5,7,0
8892,32495,2,1.8,11,0
8898,28239.8,2,1.5,7,0
8900,40410.6,2,2.5,14,0
8905,69446.4,2,2.5,12,0
8909,14015.3,2,1,5,0
8913,15406.2,2,2.5,14,1
8914,8878.3,1,1,6,0
8915,37025.5,2,2.8,14,0
8916,27341.3,2,1.5,8,0
8917,16075.3,2,1.5,8,0
8918,82402.5,2,1.5,8,0
8919,21334,2,2.6,14,1
8920,44268.7,2,1.5,7,0
8921,21606,2,1,2,0
8922,35919.3,2,2.1,12,0
8923,45600.4,1,2.5,9,0
8925,55680.3,2,1.8,11,0
8926,9643.3,2,1,6,0
8927,25099.5,2,1,5,0
8929,240016.66,2,2.9,14,0
8930,26905.7,1,1.5,10,0
8931,160851.44,2,2.6,14,0
8933,11815.1,2,2,9,1
8934,103506.9,2,2.9,13,0
8937,180130.79,2,2.3,12,0
8938,30980.4,2,1.5,7,0
8939,57807.3,2,2.5,9,0
8940,37015.3,2,2.1,12,0
8941,83887.1,2,3.5,14,0
8945,24332.8,2,2.1,12,0
8946,19551.1,2,1.8,11,0
8947,36468.2,2,2,9,0
8948,34564.3,1,2.5,9,0
8949,36483.3,2,1,5,0
8951,64527.3,2,1,2,0
8955,6700.5,2,1,5,1
8956,18253.7,2,1,2,0
8957,675.9,2,1,6,1
8958,30847,2,2.9,14,0
8959,10641.9,1,1,2,0
8960,22206.4,2,1,5,0
8961,7716.6,2,1.8,11,1
8962,11396.2,2,1,3,0
8963,8990,2,1,3,0
8966,42704.7,2,1.5,8,0
8967,59005.4,2,2.3,12,0
8968,46945.3,2,3,14,0
8970,43890.9,2,2,11,0
8975,65917.8,2,2,9,0
8976,29729,2,2,9,0
8977,45901.2,2,3,14,0
8980,19557,2,1.5,7,0
8981,24839.8,1,1,6,0
8982,78096.2,2,2,11,0
8984,72612.95,2,2.5,12,0
8985,50940.3,2,2.6,13,0
8987,49256.7,2,2,11,0
8990,26687.9,2,2,9,0
8991,8868.4,2,1,6,1
8992,16805,2,1.5,7,0
8993,19811.6,2,2.5,9,1
8994,57565.5,2,2.5,9,0
8995,36632.29,2,3.5,9,0
8997,4800,2,1,2,1
8998,15521.9,2,1,6,0
8999,12130.3,2,1,5,0
9003,45255.4,2,1.5,8,0
9005,7837.4,2,1,5,1
9008,9610.6,2,1,6,0
9009,40468,2,2,11,0
9010,3903.8,2,1,2,1
9011,25698.5,2,2,9,0
9014,43501.5,2,1.8,11,0
9016,56759.3,2,1.8,11,0
9017,102397,2,2.1,12,0
9019,40219.7,2,1.5,8,0
9020,51109.7,2,1.5,8,0
9021,42840,1,1.5,8,0
9022,32767.5,2,2.1,12,0
9024,26110.9,2,1,5,0
9025,14717,2,1.8,11,1
9026,23131.6,2,1,3,0
9029,60851.4,2,1.8,11,0
9031,15288.1,2,2.7,13,1
9034,12571.1,2,1,5,0
9035,24907.92,2,2.1,12,0
9036,34864.5,2,2.4,13,0
9037,6267,1,2.3,12,1
9039,26098.2,2,3,9,1
9040,20057.9,2,1.5,7,0
9041,23013.3,2,2.5,9,0
9042,6889.34,2,1,6,1
9044,38084.2,2,2,9,0
9047,54108.3,2,1.5,8,0
9048,36327.1,1,2.5,9,0
9050,29922.28,2,1.5,7,0
9051,38592.2,2,2.1,12,0
9052,69041.4,2,2.5,12,0
9054,62178.3,2,2.5,12,0
9055,27320.4,2,2.1,12,0
9056,45931.1,2,1.5,7,0
9058,146845.9,2,2.3,12,0
9061,35702.1,2,2,11,0
9062,30592.5,2,1.5,7,0
9063,138425.3,2,1.8,11,0
9064,24330.1,2,1.5,7,0
9065,23058.2,2,1.5,7,0
9066,67612.2,2,2.4,13,0
9068,65120.4,2,1.5,7,0
9072,92411.4,2,3,14,0
9074,26434.9,2,1.5,8,0
9075,73888.3,2,2.5,14,0
9076,56607.1,2,2.1,12,0
9077,54555.3,2,2,9,0
9079,227722.5,2,2.1,12,0
9080,28982.8,1,2,9,0
9081,104272.6,2,2.5,12,0
9082,-6.35,2,1,6,1
9084,24588.1,2,2,9,0
9085,56718.9,2,2,11,0
9086,64216.2,2,2.5,12,0
9088,18581.7,2,2.5,14,1
9089,29466.8,1,1.5,7,0
9090,23454.7,2,2,9,0
9091,32982.5,2,2,9,0
9092,47375.7,2,1.5,8,0
9093,25413.3,2,1.8,11,0
9096,69081.5,2,2.5,9,0
9097,12390.3,1,3.5,14,1
9098,39398,2,1.5,8,0
9099,11008.8,2,1.8,11,1
9101,50668.4,2,2.5,14,0
9102,31722.2,2,2.1,12,0
9103,25943.3,2,1,5,0
9105,33806.3,1,2,9,0
9106,23204.4,1,1.5,8,0
9111,49815.4,1,2.8,14,0
9113,54678.2,1,2.8,13,0
9114,58182.8,1,2.1,12,0
9115,33704.16,2,1,2,0
9118,12276.3,1,2.3,12,1
9119,60398.7,1,1.8,11,0
9121,30806.7,2,1.5,8,0
9122,37965.3,2,1.8,11,0
9123,8481.7,2,2.3,12,1
9124,12615.6,1,2,11,1
9125,29180,2,2,9,0
9126,28715.9,2,1.8,11,0
9127,35645.5,2,2.8,14,0
9128,22314.6,2,1.5,7,0
9129,42381.64,2,3.3,14,0
9130,6615,1,2.1,12,1
9131,25551.3,1,1.8,11,0
9135,15575.9,2,1,5,0
9137,18992.5,2,1.5,7,0
9138,74089.1,2,2,9,0
9142,9216.3,1,1.5,8,1
9144,5537.8,1,1.5,8,1
9147,10035.8,2,2,11,1
9149,21744.3,1,1.5,10,0
9150,9049.6,2,1,3,0
9152,19753.7,2,2.1,12,0
9153,11529.2,2,1.5,7,1
9154,22375.9,1,2.1,12,0
9157,34359.1,2,1,3,0
9158,42663.6,2,2.1,12,0
9159,18086.1,1,2,11,0
9160,15405.6,2,1.8,11,1
9161,18473.5,1,1.5,7,0
9162,35861.9,1,2.1,12,0
9163,18010.3,2,1,5,0
9164,56308,2,2.3,14,0
9165,4852.7,2,1.5,8,1
9166,50787.6,2,2.5,12,0
9168,73524.6,2,2,9,0
9169,22784,2,2,9,0
9174,25879.2,2,2.4,13,0
9176,49879.1,2,1.5,7,0
9178,40478.9,2,1.5,7,0
9179,21465.5,2,1.5,8,0
9180,6629.81,1,1.8,11,1
9182,6841.6,2,2,11,1
9183,36841.9,2,1.5,8,0
9184,21782.7,1,2.5,9,1
9185,12615.6,2,1.8,11,1
9186,18421.3,2,1.5,10,0
9187,54293,2,2.1,12,0
9188,21325,2,2.1,12,0
9190,28601.02,2,3.1,14,0
9191,27282.4,2,1.5,7,0
9193,26759.6,2,1.5,8,0
9194,74277.5,2,2,9,0
9196,27856.8,2,1.5,7,0
9200,11290,2,1.5,7,1
9201,89673.7,2,2.1,12,0
9203,48174.9,2,1.8,11,0
9204,24866.9,2,2.4,13,0
9206,13225.2,2,1.5,7,1
9207,16302.3,2,2.3,14,1
9208,62306.4,2,3,9,0
9210,17594.8,2,1.5,7,0
9211,18116.6,2,1.5,7,0
9213,21657.8,2,1,6,0
9214,11034.7,1,1,6,0
9215,9028.08,1,2,9,1
9217,30365.2,2,1.5,7,0
9219,29030.6,2,1.5,8,0
9221,11666.9,2,1,6,0
9222,49177.4,2,2,9,0
9225,66151.29,2,2,11,0
9226,33793.3,2,1.5,7,0
9228,28250.3,2,1.5,7,0
9230,5940.6,1,1,5,1
9235,8941,2,1,6,0
9240,13844.1,2,1.5,8,0
9241,21068,2,1.5,7,0
9242,41990.3,2,2,9,0
9243,22516.1,1,1.5,7,0
9246,12401.1,2,1.5,8,1
9247,27943,2,1.5,8,0
9248,19125.9,1,2.1,12,0
9249,18169.2,2,1.5,7,0
9250,31003.02,2,3.1,14,0
9251,4149.4,2,1.5,8,1
9253,4243.21,2,1,1,1
9255,42476.4,2,2.4,13,0
9256,21879,2,1.5,8,0
9257,19524.9,2,1,2,0
9258,13800,2,1.5,8,0
9260,17736.2,2,1.8,10,0
9261,1536.9,2,1,5,1
9262,13585.3,2,1.8,11,1
9264,18724.5,2,1.5,7,0
9268,7415.72,2,2,9,1
9269,41532.5,2,1.5,8,0
9270,73880.9,2,2.3,12,0
9271,12316.6,1,1,6,0
9272,27782.6,2,1.8,11,0
9273,35584.8,2,2,9,0
9274,36487.7,1,2.5,14,0
9276,85081.4,2,2.9,14,0
9280,17432.3,2,2,11,1
9285,6944.2,2,1.3,10,1
9287,12362.7,2,4.1,14,1
9288,0,2,1.3,10,1
9289,18466.9,2,1.5,7,0
9291,3793.7,2,1.5,8,1
9292,14323,2,1.5,8,0
9293,8862.4,1,1,6,1
9294,54288.2,2,2.1,12,0
9295,24297.5,2,2.1,12,0
9296,20600.3,2,2.1,12,0
9297,62728.5,2,1.5,7,0
9298,25639,2,1.5,8,0
9299,8968.3,2,1,6,0
9301,14873,2,3.8,14,1
9303,27615.5,1,1.5,7,0
9306,15091.9,1,3.2,13,1
9308,10519.2,2,1.8,11,1
9309,8874.7,1,1,6,0
9310,16156.1,1,2,9,1
9313,11644.1,2,2.1,12,1
9314,21865.1,2,2,9,0
9315,28702.8,2,1.5,7,0
9317,29110.1,2,2,11,0
9318,39822.4,2,2.5,14,0
9319,35248.5,2,2.1,12,0
9320,44284.8,2,1.8,11,0
9321,21343.3,2,1.5,8,0
9322,66838.4,2,1.5,7,0
9323,27136.4,2,2.3,12,0
9324,18647.1,2,2.5,12,1
9325,5160,2,1,2,1
9328,20619.5,1,2,9,0
9330,14622.5,1,1.5,8,0
9331,13704.8,1,2.6,13,1
9332,24235.9,2,2.5,12,0
9333,9522.7,2,1,6,0
9335,17755.5,2,1.5,7,0
9337,29416.3,2,2.1,12,0
9338,20834.8,2,2,9,0
9340,26353.1,2,2.5,14,0
9341,15028.8,1,1,5,0
9342,7265.8,2,2.4,13,1
9343,14594.3,2,2,9,1
9344,35521.9,1,2.5,14,0
9345,8517.5,2,1,2,1
9346,13549.1,1,1,2,0
9347,8926.3,2,1,6,0
9348,11160.4,1,1,6,0
9350,29158,2,2.6,14,0
9351,18107.1,2,3,13,1
9352,7213.1,1,1,6,1
9353,43780,2,2,9,0
9354,8906.3,2,1,6,0
9355,30108.5,2,2,9,0
9356,37910.1,2,1.5,8,0
9357,19769.7,2,1.8,11,0
9359,35098.1,2,2.5,14,0
9360,44657.09,2,2.1,12,0
9361,25863.2,2,2,9,0
9362,48400.8,2,2.5,12,0
9363,20835.9,2,1.8,11,0
9365,52685.5,2,2,9,0
9366,10628.3,2,1,6,0
9368,11192,1,1.5,8,1
9370,38944.1,1,1.5,7,0
9371,10503.3,1,1,6,0
9372,16367.9,2,2.8,13,1
9376,52221.9,2,2.5,14,0
9377,25402.5,2,1.5,8,0
9378,23904.6,2,1.5,7,0
9379,117050.8,2,1,2,0
9380,49711.7,2,1,2,0
9381,54197.7,2,2.5,9,0
9383,28,2,2,9,1
9384,15513.3,2,1.5,7,0
9385,11393.2,2,1,6,0
9386,27254.7,2,1.8,11,0
9387,7280.9,2,1.5,8,1
9388,32805.8,1,2.1,12,0
9389,34912.7,2,2,11,0
9390,8907.9,2,1,3,0
9392,24361.3,2,2.1,12,0
9393,31414.4,2,1.8,11,0
9395,17957.8,2,1.5,7,0
9396,9586.3,2,1.5,8,1
9397,14593.7,2,2.3,12,1
9398,7599.3,2,2.1,12,1
9400,38019.9,2,2.1,12,0
9401,16902.9,2,2.3,12,1
9402,13080.4,2,1,2,0
9403,55906.5,2,2,9,0
9408,68552.6,2,3,14,0
9411,967.62,2,1,5,1
9412,20815.31,2,2,9,0
9413,19389.2,2,1.5,7,0
9414,3941.5,2,2,11,1
9416,26547.8,2,2,11,0
9419,13039.7,2,1.5,7,1
9420,8811.9,2,2.6,14,1
9422,17212.3,2,1.5,7,0
9423,16234.5,2,1.5,7,0
9425,24432.1,2,1.8,11,0
9426,16499.1,2,1.5,7,0
9428,30508.7,2,1.5,7,0
9429,17021.9,2,2.1,12,1
9430,22016.55,2,2.8,14,1
9432,13087.5,2,2.5,12,1
9433,7813.4,2,1,5,1
9434,37754.9,2,1.8,11,0
9435,45506.2,2,1.8,11,0
9436,33182.6,2,2.1,12,0
9439,30229.3,2,2.1,12,0
9440,39632.9,2,2.1,12,0
9441,43659.8,2,2.6,13,0
9444,106993.7,2,2,11,0
9445,38492.2,1,2.3,12,0
9448,21350.4,1,1.5,10,0
9449,23947.7,2,1.5,8,0
9450,28809.3,2,2,11,0
9451,4540.83,2,2,11,1
9452,22467.5,2,1.5,8,0
9453,10971.2,2,2.1,10,1
9454,15801.8,2,1.5,7,0
9455,13351.4,2,1.5,8,0
9456,49092.6,1,2,10,0
9458,37085.1,2,1.8,11,0
9459,9943.9,1,1,5,0
9460,16165.6,1,1.5,7,0
9461,20688.1,2,1,3,0
9462,21452.8,2,1.5,8,0
9464,34270.5,2,2.5,9,0
9465,4852.3,2,1,2,1
9466,8934.6,1,1,6,0
9467,12552.8,2,1,2,0
9469,45224.4,2,2,9,0
9471,24363.1,2,1.5,8,0
9472,23997.2,2,1.5,8,0
9477,43257.4,2,2.1,12,0
9478,32256.3,2,1.5,8,0
9479,38658.2,2,2.3,12,0
9484,58946.9,2,1.8,11,0
9486,23533.7,2,2,9,0
9487,36738.9,2,2.1,12,0
9489,25864.6,1,2.1,12,0
9490,58485.7,2,2.4,13,0
9491,16503.5,1,1,6,0
9492,29387.2,2,1.5,8,0
9493,16307.7,2,1.8,11,0
9494,48376.3,2,1.5,8,0
9495,32548.5,2,1,5,0
9497,23478.1,2,1.5,7,0
9498,10117.6,2,1,6,0
9500,21720.2,2,1,2,0
9502,36701.8,2,1.8,11,0
9503,31336.7,2,2.3,12,0
9504,18126.4,2,2.1,12,1
9506,11355,2,1.5,8,1
9510,40480.4,2,2,9,0
9511,0,2,1,2,1
9512,51650.4,2,1.5,8,0
9514,10314.7,1,1,5,0
9515,10104.6,2,1,5,0
9516,45422.4,2,2.5,14,0
9518,37912.9,2,2.1,12,0
9520,16566.2,2,1,2,0
9522,62968.8,1,2.5,9,0
9524,17372.5,2,2.1,12,1
9525,53879.6,2,2.1,12,0
9526,45455,2,2.1,12,0
9527,34832.5,2,3,14,0
9528,48208.9,2,1.5,8,0
9530,11081.6,2,1,6,0
9532,53076.9,2,1.8,11,0
9533,21623.8,1,1,3,0
9534,57132.4,2,2.6,14,0
9535,48635.6,2,1.5,8,0
9536,12907.7,2,1,3,0
9537,85306.5,2,3.5,9,0
9540,47202.74,2,1.5,7,0
9541,15428.77,1,1,4,0
9542,51920.4,2,1.8,11,0
9544,11994,2,1,2,0
9548,8899.8,2,1,2,0
9549,53589.3,2,2.1,12,0
9550,143996.72,2,3,14,0
9555,28304.2,2,1.5,8,0
9557,40010.34,2,1.8,11,0
9558,12296.1,1,1,6,0
9563,16018.5,2,1,6,0
9565,6035.6,1,1,6,1
9566,41497.5,2,1.5,7,0
9567,18629.5,2,1.8,11,0
9568,55023.6,2,1.5,8,0
9569,43318.2,2,1,3,0
9572,31523.1,2,1.5,7,0
9575,86455.1,2,2.1,12,0
9581,36054,2,1.5,7,0
9582,9427.4,2,1,2,0
9584,26366.3,2,1.5,7,0
9585,101125.1,2,1.5,8,0
9586,67102.8,2,3,14,0
9588,82154.4,2,2.1,12,0
9594,34434.5,2,1.5,8,0
9595,38659,2,1.5,7,0
9601,52734.49,2,1.8,11,0
9602,32464.7,2,1.5,8,0
9604,55020.5,2,2.5,14,0
9605,47876.9,2,2,9,0
9606,31816.6,2,1.5,7,0
9608,71544.9,2,2.5,9,0
9611,23392.8,2,1.3,10,0
9614,21740.7,2,1.5,8,0
9615,10728.9,2,1,6,0
9616,62404.2,2,1.5,7,0
9617,41042.2,2,2,9,0
9618,30399.9,1,1.5,8,0
9620,43090.3,2,1.5,8,0
9621,53413.8,2,1.5,8,0
9623,14005.7,2,1,2,0
9624,42667.4,2,1,5,0
9625,66482.1,2,2.1,12,0
9627,19801.1,2,1,2,0
9630,46441.2,2,3,13,0
9631,38301.2,2,1.5,8,0
9634,67420.1,2,2.5,9,0
9636,17014,2,2.5,14,1
9637,41669.7,2,1.5,7,0
9638,16026.1,1,1,2,0
9639,8129.39,2,1,5,1
9640,40533.5,2,2.4,13,0
9641,76208.6,2,2.5,12,0
9642,55030.7,2,1.5,7,0
9643,40632.9,2,1.5,8,0
9644,28214.13,2,2,11,0
9647,20213.9,2,1,5,0
9649,19076.4,2,1.5,7,0
9650,8877,2,1,6,0
9652,6492.6,2,1,2,1
9655,15933.9,2,2,9,1
9656,19145.2,2,2.5,12,1
9657,21481.04,2,1.5,7,0
9659,55128.2,2,1.5,7,0
9661,3018.1,2,1,6,1
9662,10933.78,2,1,5,0
9665,9382.77,2,2.3,12,1
9666,10958.9,2,1,5,0
9667,31367.7,2,2.3,14,0
9668,35461.1,2,2.5,9,0
9669,25617.9,1,1.3,10,0
9671,49372.3,1,1.8,11,0
9673,16790.6,2,1.5,7,0
9674,11074.8,2,2,9,1
9675,28804.3,2,1,5,0
9676,8958.4,2,1,3,0
9677,11322.9,2,1.5,7,1
9678,11455.5,2,1.5,7,1
9679,30765.8,2,1.5,8,0
9680,43644.9,2,1.8,11,0
9681,16188,2,2,9,1
9683,6384.12,1,1,5,1
9687,7754,2,2.6,13,1
9688,16573.6,2,1,2,0
9690,55451.6,2,2,9,0
9692,42234.8,2,1.5,8,0
9697,13910.6,2,1,3,0
9698,39551.3,1,2.8,14,0
9700,23887.2,2,1.5,7,0
9702,41946.36,2,2,9,0
9703,5112,2,1,2,1
9704,31717.2,2,2,9,0
9707,24369.8,2,1.5,8,0
9709,6459,2,1,6,1
9710,30714.9,2,2,9,0
9711,13895.2,1,2,11,1
9714,9513.8,2,1,6,0
9715,24367.8,1,1.5,8,0
9716,37537.1,2,1.8,11,0
9717,10740.2,1,1,6,0
9718,12432.7,2,1,6,0
9719,4846.6,2,1,2,1
9720,19755.2,2,2,11,0
9723,4080,2,1,2,1
9724,16199.1,2,1,5,0
9725,32471.5,2,1.5,7,0
9727,9044.6,1,1,6,0
9730,2424.6,2,1,3,1
9734,18400,1,1,6,0
9735,20027.7,2,2,9,0
9736,15018.4,1,1,2,0
9737,15228.9,2,1.8,10,1
9739,23799.7,2,2,11,0
9740,20067.5,2,1.5,7,0
9742,39360,2,2,9,0
9743,22603.6,1,2.5,14,0
9744,24484,1,2.3,12,0
9746,8939.3,1,1,3,0
9747,10258.5,2,1.5,7,1
9748,13197.6,1,1,5,0
9749,16561.5,2,1.5,7,0
9751,25640,2,2.5,12,0
9752,11119.8,2,1.5,7,1
9753,12791.6,1,1,6,0
9754,41775.9,2,2.5,9,0
9755,22527.6,2,1.5,8,0
9756,33467.8,2,2.5,14,0
9761,73275.8,2,1.5,8,0
9763,10789.05,2,1.5,8,1
9766,40604.1,2,2,9,0
9767,47593.1,1,2,9,0
9768,10490.2,2,1,5,0
9769,26503.5,2,1,6,0
9774,33290.7,1,2.1,12,0
9775,62644.9,2,2.1,12,0
9779,31066,2,1.5,7,0
9782,19802.8,2,1.8,11,0
9783,56025,2,1.5,8,0
9784,14587.37,1,1.8,11,1
9785,12736.2,1,1,5,0
9786,1114.9,1,1.5,8,1
9787,70672.2,2,2.5,9,0
9789,0,2,1.5,8,1
9790,32460.1,2,1.5,8,0
9791,33815.88,2,1.5,8,0
9792,13200,2,1.8,10,1
9793,24545.2,2,1,3,0
9794,25837.3,2,1.5,8,0
9795,42966.8,1,2,9,0
9796,21970.7,2,1.5,7,0
9798,27131.6,1,2.3,12,0
9801,1400,1,1.5,10,1
9803,32000.07,2,2,9,0
9804,26660.7,2,2,11,0
9805,11679,2,1,2,0
9808,32274.3,2,1.5,8,0
9809,31572.2,2,2,9,0
9810,28267.7,1,1.5,7,0
9811,29231.41,2,2.5,14,0
9812,32446.2,2,1.5,7,0
9814,49646,1,2,9,0
9815,4167.56,2,1,2,1
9816,36684.1,1,1.5,8,0
9818,29652.37,2,2.8,14,0
9819,47364.7,2,2,11,0
9820,17676.8,2,1.5,7,0
9823,28644.2,1,2.5,14,0
9824,23130.4,2,2.5,12,0
9828,12136.1,2,2.3,12,1
9832,43630.7,2,1,2,0
9834,-551.8,2,1.5,8,1
9835,20131.2,1,1.5,7,0
9836,3700.3,2,1,2,1
9837,10295.8,2,1.5,8,1
9838,9207.6,2,1,6,0
9839,8858,2,1,6,1
9841,43673.8,1,1.5,8,0
9844,35511.2,2,2,9,0
9845,32811.6,2,2,11,0
9846,19941.1,2,1.5,7,0
9849,53385.7,2,2,9,0
9850,11100.1,2,1.5,7,1
9851,47024,2,1.5,8,0
9852,31700,2,2.1,12,0
9854,17926.2,2,1,6,0
9856,16691.92,1,2.5,14,1
9857,55771.8,2,2,9,0
9858,41389.3,2,2,9,0
9859,32759.4,2,2,9,0
9860,38038.2,2,1.5,7,0
9862,48829.7,2,1.5,8,0
9868,68819.1,2,1.8,11,0
9869,0,2,1,6,1
9870,116910.6,2,2.5,12,0
9871,4759,2,1,2,1
9872,47485.9,1,2.1,12,0
9874,1031.1,2,1,6,1
9876,13305,1,2.6,13,1
9877,30179.99,2,1,6,0
9878,26821.86,2,1,5,0
9880,11401.02,2,1,6,0
9884,10497,2,1,5,0
9889,32238.6,2,1.5,10,0
9890,33167.8,2,1.5,7,0
9894,21346,1,2.3,14,0
9896,29562.3,2,1.5,7,0
9897,65429.7,2,1.5,8,0
9898,42876.6,2,1.5,8,0
9899,25906.5,2,1,6,0
9901,57462.2,2,1.5,7,0
9902,16737.7,2,1.5,7,0
9903,19715.2,2,1.8,11,0
9904,50025.5,2,2,9,0
9909,21112.8,2,1.3,10,0
9910,24107.9,1,1.5,8,0
9912,37643.4,2,1.5,8,0
9913,51286.6,1,2.1,12,0
9915,77725.2,2,2.8,14,0
9916,60329.9,2,2,9,0
9920,14952.8,2,2.1,12,1
9922,55687.6,2,2,9,0
9923,30553.8,2,1.5,8,0
9926,12523.5,2,1,6,0
9927,18590.7,2,1.5,8,0
9928,37205.2,1,1.5,8,0
9931,13333.8,1,1.8,11,1
9933,22275.3,2,1,3,0
9934,41983.9,2,2,9,0
9936,14453.6,2,1.5,7,0
9937,15877.05,2,2.5,14,1
9938,15408.4,2,1.5,8,0
9940,28045.1,2,2,11,0
9942,16275.8,2,1.5,8,0
9946,35674.1,2,1,2,0
9947,32781.3,2,1.5,8,0
9948,21187.9,1,2.3,12,0
9949,47740.6,2,2.5,14,0
9950,38894.1,1,2.3,14,0
9951,8972.8,2,1,6,0
9952,48891.8,2,1.5,7,0
9953,42529.8,2,2.1,12,0
9954,17675.9,2,1,5,0
9955,92878.3,2,1.5,7,0
9956,9037.7,2,1.5,7,1
